bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_clean,authors_clean,publisher_clean,combined_text
29579,Foundation (Foundation  #1),Isaac Asimov,4.16,0553803719,9780553803716,eng,244,349846,6561,6/1/2004,Bantam,foundation foundation 1,isaac asimov,bantam,foundation foundation 1 isaac asimov bantam
29580,Second Foundation (Foundation #3),Isaac Asimov,4.26,0553803735,9780553803730,eng,256,119224,1708,6/1/2004,Bantam Spectra,second foundation foundation 3,isaac asimov,bantam spectra,second foundation foundation 3 isaac asimov bantam spectra
29581,Foundation and Empire (Foundation #2),Isaac Asimov,4.22,0553803727,9780553803723,eng,256,126226,2034,6/1/2004,Spectra Books,foundation and empire foundation 2,isaac asimov,spectra books,foundation and empire foundation 2 isaac asimov spectra books
29582,Foundation and Earth (Foundation #5),Isaac Asimov,4.05,0553587579,9780553587579,eng,500,46112,890,8/31/2004,Spectra,foundation and earth foundation 5,isaac asimov,spectra,foundation and earth foundation 5 isaac asimov spectra
29584,Foundations of Clinical Research: Applications to Practice,Leslie Gross Portney,4.12,0838526950,9780838526958,eng,742,18,1,1/1/2000,Prentice Hall,foundations of clinical research applications to practice,leslie gross portney,prentice hall,foundations of clinical research applications to practice leslie gross portney prentice hall
29587,Down and Out in the Magic Kingdom,Cory Doctorow,3.56,076530953X,9780765309532,eng,208,10810,1068,12/5/2003,Tor Books,down and out in the magic kingdom,cory doctorow,tor books,down and out in the magic kingdom cory doctorow tor books
29588,Someone Comes to Town  Someone Leaves Town,Cory Doctorow,3.51,0765312808,9780765312808,en-US,315,2956,321,5/30/2006,Tor Books,someone comes to town someone leaves town,cory doctorow,tor books,someone comes to town someone leaves town cory doctorow tor books
29589,Eastern Standard Tribe,Cory Doctorow,3.48,0765310457,9780765310453,en-US,223,3213,213,4/1/2005,Tor Books,eastern standard tribe,cory doctorow,tor books,eastern standard tribe cory doctorow tor books
29593,A Place So Foreign and Eight More,Cory Doctorow/Bruce Sterling,3.72,1568582862,9781568582863,eng,243,860,43,9/8/2003,Four Walls Eight Windows Press,a place so foreign and eight more,cory doctorow bruce sterling,four walls eight windows press,a place so foreign and eight more cory doctorow bruce sterling four walls eight windows press
29597,Through Painted Deserts: Light  God  and Beauty on the Open Road,Donald Miller,3.92,0785209824,9780785209829,eng,256,8931,444,8/14/2005,Thomas Nelson,through painted deserts light god and beauty on the open road,donald miller,thomas nelson,through painted deserts light god and beauty on the open road donald miller thomas nelson
29603,20 000 Leagues Under the Sea,Ron     Miller/Jules Verne/Paul   Wright,3.76,0751370738,9780751370737,eng,64,34,4,10/8/1998,Prentice Hall,20 000 leagues under the sea,ron miller jules verne paul wright,prentice hall,20 000 leagues under the sea ron miller jules verne paul wright prentice hall
29613,Codebreakers' Victory: How the Allied Cryptographers Won World War II,Hervie Haufler,4.18,0451209796,9780451209795,eng,352,45,3,11/4/2003,NAL Trade,codebreakers victory how the allied cryptographers won world war ii,hervie haufler,nal trade,codebreakers victory how the allied cryptographers won world war ii hervie haufler nal trade
29616,All Night Long,Jayne Ann Krentz,3.96,0399153055,9780399153051,eng,416,7438,257,1/3/2006,G.P. Putnam's Sons,all night long,jayne ann krentz,g p putnam s sons,all night long jayne ann krentz g p putnam s sons
29617,White Lies (Arcane Society  #2),Jayne Ann Krentz,4.01,039915373X,9780399153730,eng,371,7604,328,2/1/2007,G.P. Putnam's Sons,white lies arcane society 2,jayne ann krentz,g p putnam s sons,white lies arcane society 2 jayne ann krentz g p putnam s sons
29619,Ghost Hunter (Ghost Hunters  #3),Jayne Castle/Jayne Ann Krentz,4.14,0515141402,9780515141405,eng,327,4349,170,5/30/2006,Jove Books,ghost hunter ghost hunters 3,jayne castle jayne ann krentz,jove books,ghost hunter ghost hunters 3 jayne castle jayne ann krentz jove books
29620,The Pirate / The Adventurer / The Cowboy,Jayne Ann Krentz,3.89,0373771711,9780373771714,eng,362,262,7,4/25/2006,Harlequin,the pirate the adventurer the cowboy,jayne ann krentz,harlequin,the pirate the adventurer the cowboy jayne ann krentz harlequin
29621,Midnight Jewels,Jayne Ann Krentz,3.75,0446692476,9780446692472,eng,425,1306,35,7/1/2003,Warner Books,midnight jewels,jayne ann krentz,warner books,midnight jewels jayne ann krentz warner books
29622,The Wedding Night,Jayne Ann Krentz,3.45,1551668513,9781551668512,eng,256,795,23,11/23/2001,MIRA,the wedding night,jayne ann krentz,mira,the wedding night jayne ann krentz mira
29623,After Glow (Ghost Hunters  #2),Jayne Castle/Jayne Ann Krentz,4.14,0515136948,9780515136944,eng,343,4149,138,2/24/2004,Jove Books,after glow ghost hunters 2,jayne castle jayne ann krentz,jove books,after glow ghost hunters 2 jayne castle jayne ann krentz jove books
29624,Orchid (St. Helen's  #3),Jayne Castle/Jayne Ann Krentz,4.15,0671569023,9780671569020,eng,327,3748,102,5/1/1998,Pocket Books,orchid st helen s 3,jayne castle jayne ann krentz,pocket books,orchid st helen s 3 jayne castle jayne ann krentz pocket books
29625,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,4.25,0713912545,9780713912548,en-GB,467,7,1,6/1/1979,Allen Lane,the origin of consciousness in the breakdown of the bicameral mind,julian jaynes,allen lane,the origin of consciousness in the breakdown of the bicameral mind julian jaynes allen lane
29627,The Future of the Universe,Jack Meadows,3.8,1852339462,9781852339463,eng,175,5,0,12/1/2006,Springer,the future of the universe,jack meadows,springer,the future of the universe jack meadows springer
29632,Micro Eco-Farming: Prospering from Backyard to Small Acreage in Partnership with the Earth,Barbara Berst Adams,3.76,0963281437,9780963281432,eng,174,68,5,5/1/2005,New World Publishing,micro eco farming prospering from backyard to small acreage in partnership with the earth,barbara berst adams,new world publishing,micro eco farming prospering from backyard to small acreage in partnership with the earth barbara berst adams new world publishing
29633,The Quiet American: Text and Criticism,Graham Greene/John Clark Pratt,3.97,014024350X,9780140243505,eng,515,225,17,1/1/1996,Penguin Books,the quiet american text and criticism,graham greene john clark pratt,penguin books,the quiet american text and criticism graham greene john clark pratt penguin books
29639,The Quiet American,Graham Greene/Zadie Smith,3.97,0099478390,9780099478393,eng,198,1344,156,10/7/2004,Vintage Books/Vintage Classics,the quiet american,graham greene zadie smith,vintage books vintage classics,the quiet american graham greene zadie smith vintage books vintage classics
29641,The End of the Affair,Graham Greene/Monica Ali,3.94,0099478447,9780099478447,eng,160,38283,3002,10/7/2004,Vintage Classics,the end of the affair,graham greene monica ali,vintage classics,the end of the affair graham greene monica ali vintage classics
29658,Postwar: A History of Europe Since 1945,Tony Judt,4.34,0143037757,9780143037750,eng,933,8017,571,9/5/2006,Penguin Books,postwar a history of europe since 1945,tony judt,penguin books,postwar a history of europe since 1945 tony judt penguin books
29680,The Coen Brothers: Interviews,William Rodney Allen,3.82,1578068894,9781578068890,eng,208,73,3,8/18/2006,University Press of Mississippi,the coen brothers interviews,william rodney allen,university press of mississippi,the coen brothers interviews william rodney allen university press of mississippi
29685,The Hermeneutical Spiral: A Comprehensive Introduction to Biblical Interpretation,Grant R. Osborne,3.94,0830828265,9780830828265,eng,624,410,37,12/1/2006,IVP Academic,the hermeneutical spiral a comprehensive introduction to biblical interpretation,grant r osborne,ivp academic,the hermeneutical spiral a comprehensive introduction to biblical interpretation grant r osborne ivp academic
29694,Raising the Bar: Ministry to Youth in the New Millennium,Alvin L. Reid,3.86,082543632X,9780825436321,en-US,208,42,3,4/7/2004,Kregel Academic & Professional,raising the bar ministry to youth in the new millennium,alvin l reid,kregel academic professional,raising the bar ministry to youth in the new millennium alvin l reid kregel academic professional
29705,The Book of Other People,Zadie Smith/David Mitchell/George Saunders/Colm Tóibín/Aleksandar Hemon/Nick Hornby/Hari Kunzru/Toby Litt/Chris Ware,3.38,0143038184,9780143038184,eng,304,2546,328,1/2/2008,Penguin Books,the book of other people,zadie smith david mitchell george saunders colm tóibín aleksandar hemon nick hornby hari kunzru toby litt chris ware,penguin books,the book of other people zadie smith david mitchell george saunders colm tóibín aleksandar hemon nick hornby hari kunzru toby litt chris ware penguin books
29718,The Confusions of Young Törless,Robert Musil/Shaun Whiteside/J.M. Coetzee,3.73,0142180009,9780142180006,eng,176,4374,179,9/27/2001,Penguin,the confusions of young törless,robert musil shaun whiteside j m coetzee,penguin,the confusions of young törless robert musil shaun whiteside j m coetzee penguin
29719,Robinson Crusoe,Daniel Defoe/J.M. Coetzee,3.67,0192100335,9780192100337,eng,306,125,3,9/16/1999,Oxford University Press,robinson crusoe,daniel defoe j m coetzee,oxford university press,robinson crusoe daniel defoe j m coetzee oxford university press
29720,Doubling the Point: Essays and Interviews,J.M. Coetzee/David Attwell,4.05,0674215184,9780674215184,en-US,438,85,2,8/12/1992,Harvard University Press,doubling the point essays and interviews,j m coetzee david attwell,harvard university press,doubling the point essays and interviews j m coetzee david attwell harvard university press
29724,Fantastic! Wow! and Unreal!: A Book About Interjections and Conjunctions,Ruth Heller,4.22,0698118758,9780698118751,en-US,32,84,11,10/23/2000,Puffin Books,fantastic wow and unreal a book about interjections and conjunctions,ruth heller,puffin books,fantastic wow and unreal a book about interjections and conjunctions ruth heller puffin books
29726,Don DeLillo's White Noise: A Reader's Guide,Leonard  Orr,3.92,0826414745,9780826414748,eng,96,76,9,4/10/2003,Bloomsbury Academic,don delillo s white noise a reader s guide,leonard orr,bloomsbury academic,don delillo s white noise a reader s guide leonard orr bloomsbury academic
29734,Letting Go,Philip Roth,3.7,0679764178,9780679764175,eng,630,1103,88,9/2/1997,Vintage,letting go,philip roth,vintage,letting go philip roth vintage
29737,My Life as a Man,Philip Roth,3.73,067974827X,9780679748274,eng,334,1561,101,1/13/1994,Vintage,my life as a man,philip roth,vintage,my life as a man philip roth vintage
29738,Patrimony,Philip Roth,4.17,0679752935,9780679752936,eng,240,2531,202,6/3/1996,Vintage,patrimony,philip roth,vintage,patrimony philip roth vintage
29741,The Great American Novel,Philip Roth,3.63,0679749063,9780679749066,eng,416,180,22,4/11/1995,Vintage,the great american novel,philip roth,vintage,the great american novel philip roth vintage
29743,The Professor of Desire,Philip Roth/Νίκος Παναγιωτόπουλος,3.66,0099389010,9780099389019,eng,272,2016,113,10/5/1995,Vintage,the professor of desire,philip roth νίκος παναγιωτόπουλος,vintage,the professor of desire philip roth νίκος παναγιωτόπουλος vintage
29745,Deception,Philip Roth,3.34,0099801906,9780099801900,eng,208,1524,118,1/17/2006,Vintage,deception,philip roth,vintage,deception philip roth vintage
29746,When She Was Good,Philip Roth,3.53,0679759255,9780679759256,eng,320,1748,149,1/31/1995,Vintage,when she was good,philip roth,vintage,when she was good philip roth vintage
29776,The Dying Animal,Philip Roth,3.63,0099422697,9780099422693,eng,156,5910,437,3/7/2002,Vintage,the dying animal,philip roth,vintage,the dying animal philip roth vintage
29788,For the Relief of Unbearable Urges,Nathan Englander,3.93,0375704434,9780375704437,eng,205,2418,229,3/21/2000,Vintage,for the relief of unbearable urges,nathan englander,vintage,for the relief of unbearable urges nathan englander vintage
29791,The Ministry of Special Cases,Nathan Englander,3.66,0375404937,9780375404931,eng,339,2509,368,4/24/2007,Knopf Publishing Group,the ministry of special cases,nathan englander,knopf publishing group,the ministry of special cases nathan englander knopf publishing group
29797,The Pilgrim's Progress,John Bunyan,4.0,0486426750,9780486426754,eng,324,87175,1875,2/10/2003,Dover Publications,the pilgrim s progress,john bunyan,dover publications,the pilgrim s progress john bunyan dover publications
29800,Scott Pilgrim  Volume 1: Scott Pilgrim's Precious Little Life,Bryan Lee O'Malley,4.17,1932664084,9781932664089,eng,168,155863,3267,8/18/2004,Oni Press,scott pilgrim volume 1 scott pilgrim s precious little life,bryan lee o malley,oni press,scott pilgrim volume 1 scott pilgrim s precious little life bryan lee o malley oni press
29806,The Pilgrim's Regress,C.S. Lewis/Michael Hague,3.88,0802806414,9780802806413,eng,219,6276,362,1/10/1992,William B. Eerdmans Publishing Company,the pilgrim s regress,c s lewis michael hague,william b eerdmans publishing company,the pilgrim s regress c s lewis michael hague william b eerdmans publishing company
29811,Little Pilgrim's Progress: From John Bunyan's Classic,Helen L. Taylor,4.26,0802449247,9780802449245,eng,336,2065,136,2/1/2006,Moody Publishers,little pilgrim s progress from john bunyan s classic,helen l taylor,moody publishers,little pilgrim s progress from john bunyan s classic helen l taylor moody publishers
29819,The Landing of the Pilgrims,James Daugherty,3.41,0394846974,9780394846972,eng,160,611,69,2/12/1981,Random House Books for Young Readers,the landing of the pilgrims,james daugherty,random house books for young readers,the landing of the pilgrims james daugherty random house books for young readers
29820,Little Pilgrim's Progress,Helen L. Taylor/John Bunyan,4.26,0802449263,9780802449269,eng,256,212,20,3/8/1989,Moody Publishers,little pilgrim s progress,helen l taylor john bunyan,moody publishers,little pilgrim s progress helen l taylor john bunyan moody publishers
29823,From Nomads to Pilgrims: Stories from Practicing Congregations,Diana Butler Bass,4.0,1566993237,9781566993234,eng,179,13,0,12/30/2005,Rowman & Littlefield Publishers,from nomads to pilgrims stories from practicing congregations,diana butler bass,rowman littlefield publishers,from nomads to pilgrims stories from practicing congregations diana butler bass rowman littlefield publishers
29838,The New York Times Guide to Essential Knowledge,John D. Leonard/The New York Times,4.1,0312313675,9780312313678,en-US,1104,157,10,11/5/2004,St. Martin's Press,the new york times guide to essential knowledge,john d leonard the new york times,st martin s press,the new york times guide to essential knowledge john d leonard the new york times st martin s press
29841,New York 2000: Architecture and Urbanism Between the Bicentennial and the Millennium,Robert A.M. Stern/David Fishman/Jacob Tilove,4.44,1580931774,9781580931779,eng,1520,16,0,11/1/2006,The Monacelli Press,new york 2000 architecture and urbanism between the bicentennial and the millennium,robert a m stern david fishman jacob tilove,the monacelli press,new york 2000 architecture and urbanism between the bicentennial and the millennium robert a m stern david fishman jacob tilove the monacelli press
29842,Forgotten New York: Views of a Lost Metropolis,Kevin   Walsh,4.16,0060754001,9780060754006,eng,384,200,20,9/26/2006,Collins Reference,forgotten new york views of a lost metropolis,kevin walsh,collins reference,forgotten new york views of a lost metropolis kevin walsh collins reference
29845,The Historical Atlas of New York City: A Visual Celebration of Nearly 400 Years of New York City's History,Eric Homberger/Alice Hudson,4.06,0805078428,9780805078428,eng,192,308,22,7/1/2005,Holt Paperbacks,the historical atlas of new york city a visual celebration of nearly 400 years of new york city s history,eric homberger alice hudson,holt paperbacks,the historical atlas of new york city a visual celebration of nearly 400 years of new york city s history eric homberger alice hudson holt paperbacks
29868,La toile de Charlotte,E.B. White/Garth Williams/Catherine Chaine,4.17,221102288X,9782211022880,fre,192,13,0,4/1/1997,l'ecole des loisirs,la toile de charlotte,e b white garth williams catherine chaine,l ecole des loisirs,la toile de charlotte e b white garth williams catherine chaine l ecole des loisirs
29873,This Is New York,Miroslav Sasek,4.29,0789308843,9780789308849,en-GB,64,385,38,5/30/2003,Universe,this is new york,miroslav sasek,universe,this is new york miroslav sasek universe
29879,They Dare to Speak Out: People and Institutions Confront Israel's Lobby,Paul Findley,4.07,155652482X,9781556524820,eng,416,106,5,5/1/2003,Lawrence Hill Books,they dare to speak out people and institutions confront israel s lobby,paul findley,lawrence hill books,they dare to speak out people and institutions confront israel s lobby paul findley lawrence hill books
29881,Famous Last Words,Timothy Findley,3.99,057120905X,9780571209057,eng,416,1400,57,8/20/2001,Faber  Faber,famous last words,timothy findley,faber faber,famous last words timothy findley faber faber
29898,The Wars,Timothy Findley,3.88,0571207995,9780571207992,eng,218,6467,245,8/20/2001,Faber and Faber,the wars,timothy findley,faber and faber,the wars timothy findley faber and faber
29900,Into the Void (Spelljammer: The Cloakmaster Cycle  #2),Nigel Findley,3.54,1560761547,9781560761549,en-US,311,257,12,9/1/1991,TSR,into the void spelljammer the cloakmaster cycle 2,nigel findley,tsr,into the void spelljammer the cloakmaster cycle 2 nigel findley tsr
29905,Essential Dialogues of Plato,Plato/Benjamin Jowett/Pedro De Blas,4.05,159308269X,9781593082697,eng,624,4853,14,10/5/2005,Barnes  Noble Classics,essential dialogues of plato,plato benjamin jowett pedro de blas,barnes noble classics,essential dialogues of plato plato benjamin jowett pedro de blas barnes noble classics
29906,The Collected Dialogues,Plato/Edith Hamilton/Huntington Cairns,4.23,0691097186,9780691097183,eng,1776,704,31,9/15/1963,Princeton University Press (NJ),the collected dialogues,plato edith hamilton huntington cairns,princeton university press nj,the collected dialogues plato edith hamilton huntington cairns princeton university press nj
29907,Republic,Plato/Benjamin Jowett/Elizabeth Watson Scharffenberger,3.94,1593080972,9781593080976,eng,496,392,33,8/1/2005,Barnes  Noble Classics,republic,plato benjamin jowett elizabeth watson scharffenberger,barnes noble classics,republic plato benjamin jowett elizabeth watson scharffenberger barnes noble classics
29908,The Republic,Plato/Tom Griffith,3.94,0460873822,9780460873826,eng,240,7,1,11/15/1993,Orion Publishing Group  Ltd.,the republic,plato tom griffith,orion publishing group ltd,the republic plato tom griffith orion publishing group ltd
29914,Inner Circle (Carol Ashton Mysteries  #8),Claire McNab,3.74,156280135X,9781562801359,eng,196,72,1,10/1/1996,Naiad Press,inner circle carol ashton mysteries 8,claire mcnab,naiad press,inner circle carol ashton mysteries 8 claire mcnab naiad press
29917,The Rising Tide (World War II: 1939-1945  #1),Jeff Shaara,4.11,034546141X,9780345461414,eng,576,5709,390,11/7/2006,Ballantine Books,the rising tide world war ii 1939 1945 1,jeff shaara,ballantine books,the rising tide world war ii 1939 1945 1 jeff shaara ballantine books
29919,Jeff Shaara's Civil War Battlefields: Discovering America's Hallowed Ground,Jeff Shaara,4.11,0345464885,9780345464880,eng,288,584,59,4/25/2006,Ballantine Books,jeff shaara s civil war battlefields discovering america s hallowed ground,jeff shaara,ballantine books,jeff shaara s civil war battlefields discovering america s hallowed ground jeff shaara ballantine books
29920,Rise to Rebellion,Jeff Shaara,4.18,0345427548,9780345427540,eng,492,5745,383,6/29/2004,Ballantine Books,rise to rebellion,jeff shaara,ballantine books,rise to rebellion jeff shaara ballantine books
29922,Gone for Soldiers: A Novel of the Mexican War,Jeff Shaara,4.14,0345427513,9780345427519,eng,424,191,18,7/3/2001,Ballantine Books,gone for soldiers a novel of the mexican war,jeff shaara,ballantine books,gone for soldiers a novel of the mexican war jeff shaara ballantine books
29923,The Last Full Measure (The Civil War Trilogy  #3),Jeff Shaara,4.24,0345434811,9780345434814,eng,640,13438,314,5/2/2000,Ballantine Books,the last full measure the civil war trilogy 3,jeff shaara,ballantine books,the last full measure the civil war trilogy 3 jeff shaara ballantine books
29927,A Farewell to Arms?: Beyond the Good Friday Agreement,Adrian Guelke/Michael Cox/Fiona Stephen,4.33,0719071151,9780719071157,eng,624,0,0,4/18/2006,Manchester University Press,a farewell to arms beyond the good friday agreement,adrian guelke michael cox fiona stephen,manchester university press,a farewell to arms beyond the good friday agreement adrian guelke michael cox fiona stephen manchester university press
29932,When Smoke Ran Like Water: Tales Of Environmental Deception And The Battle Against Pollution,Devra Davis/Mitchell Gaynor,4.02,0465015220,9780465015221,en-US,352,249,29,12/25/2003,Basic Books,when smoke ran like water tales of environmental deception and the battle against pollution,devra davis mitchell gaynor,basic books,when smoke ran like water tales of environmental deception and the battle against pollution devra davis mitchell gaynor basic books
29934,What Work Is,Philip Levine,4.27,0679740589,9780679740582,eng,77,2102,90,4/21/1992,Knopf,what work is,philip levine,knopf,what work is philip levine knopf
29936,The Simple Truth,Philip Levine/Harry Ford,4.21,0679765840,9780679765844,eng,69,656,52,9/3/1996,Knopf,the simple truth,philip levine harry ford,knopf,the simple truth philip levine harry ford knopf
29941,Fiskadoro,Denis Johnson,3.54,0060976098,9780060976095,en-US,221,1513,116,5/30/2000,Harper Perennial,fiskadoro,denis johnson,harper perennial,fiskadoro denis johnson harper perennial
29946,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,4.15,0099427869,9780099427865,eng,144,50816,1906,3/12/2001,Arrow Books Ltd,illusions the adventures of a reluctant messiah,richard bach,arrow books ltd,illusions the adventures of a reluctant messiah richard bach arrow books ltd
29947,There's No Such Place As Far Away,Richard Bach/H. Lee Shapiro/دل آرا قهرمان,3.93,0385319274,9780385319270,eng,48,2737,83,1/12/1998,Delta,there s no such place as far away,richard bach h lee shapiro دل آرا قهرمان,delta,there s no such place as far away richard bach h lee shapiro دل آرا قهرمان delta
29949,Running from Safety: An Adventure of the Spirit,Richard Bach,3.79,0385315287,9780385315289,eng,368,1775,54,11/1/1995,Delta,running from safety an adventure of the spirit,richard bach,delta,running from safety an adventure of the spirit richard bach delta
29953,A Gift Of Wings,Richard Bach,3.79,0330304216,9780330304214,eng,299,1664,44,5/11/2001,Sidgwick & Jackson Ltd,a gift of wings,richard bach,sidgwick jackson ltd,a gift of wings richard bach sidgwick jackson ltd
29960,Winter of Magic's Return,Pamela F. Service,4.25,0449702022,9780449702024,eng,194,235,18,11/12/1986,Fawcett,winter of magic s return,pamela f service,fawcett,winter of magic s return pamela f service fawcett
29964,A Modern Utopia,H.G. Wells/Gregory Claeys/Francis Wheen,3.45,0141441127,9780141441122,eng,320,596,53,3/31/2006,Penguin Books Limited,a modern utopia,h g wells gregory claeys francis wheen,penguin books limited,a modern utopia h g wells gregory claeys francis wheen penguin books limited
29965,The War of the Worlds,H.G. Wells/Leon Stover,3.82,0786407808,9780786407804,eng,321,16,1,4/30/2001,McFarland & Company,the war of the worlds,h g wells leon stover,mcfarland company,the war of the worlds h g wells leon stover mcfarland company
29966,The Shape of Things to Come,H.G. Wells/John Clute,3.61,0141441046,9780141441047,eng,530,931,43,5/26/2006,Penguin Books Limited,the shape of things to come,h g wells john clute,penguin books limited,the shape of things to come h g wells john clute penguin books limited
29967,Floor Games (Sandplay Classics),H.G. Wells/Barbara A. Turner,3.4,0972851720,9780972851725,eng,110,46,3,9/1/2004,Temenos Press,floor games sandplay classics,h g wells barbara a turner,temenos press,floor games sandplay classics h g wells barbara a turner temenos press
29971,Seven Novels,H.G. Wells,4.14,0706425618,9780706425611,eng,828,4,3,1/1/1985,Octopus Books (London),seven novels,h g wells,octopus books london,seven novels h g wells octopus books london
29976,Three Prophetic Science Fiction Novels,H.G. Wells/E.F. Bleiler,3.86,0844631515,9780844631516,eng,335,1,0,12/31/1975,Peter Smith Publisher  Inc.,three prophetic science fiction novels,h g wells e f bleiler,peter smith publisher inc,three prophetic science fiction novels h g wells e f bleiler peter smith publisher inc
29979,Science Fiction Treasury: Six Complete Novels (complete & unabridged),H.G. Wells/George Gesner,3.94,0517436329,9780517436325,eng,688,17,1,9/19/1984,Random House Value Publishing,science fiction treasury six complete novels complete unabridged,h g wells george gesner,random house value publishing,science fiction treasury six complete novels complete unabridged h g wells george gesner random house value publishing
29981,The Island of Doctor Moreau,H.G. Wells,3.73,0553214322,9780553214321,eng,153,71933,2443,5/1/1994,Bantam Classics,the island of doctor moreau,h g wells,bantam classics,the island of doctor moreau h g wells bantam classics
29990,Notebooks of the Mind: Explorations of Thinking  Revised Edition,Vera John-Steiner,3.83,0195108965,9780195108965,eng,288,17,1,1/23/1997,Oxford University Press  USA,notebooks of the mind explorations of thinking revised edition,vera john steiner,oxford university press usa,notebooks of the mind explorations of thinking revised edition vera john steiner oxford university press usa
29993,The Visible Hand: The Managerial Revolution in American Business,Alfred D. Chandler Jr.,4.01,0674940520,9780674940529,en-US,624,222,26,1/1/1977,Belknap Press,the visible hand the managerial revolution in american business,alfred d chandler jr,belknap press,the visible hand the managerial revolution in american business alfred d chandler jr belknap press
29998,Crime Stories and Other Writings,Dashiell Hammett/Steven Marcus,4.39,1931082006,9781931082006,eng,934,490,30,9/10/2001,Library of America,crime stories and other writings,dashiell hammett steven marcus,library of america,crime stories and other writings dashiell hammett steven marcus library of america
29999,The Maltese Falcon,Dashiell Hammett,3.91,0752865331,9780752865331,eng,213,69254,2997,3/1/2005,Orion,the maltese falcon,dashiell hammett,orion,the maltese falcon dashiell hammett orion
30001,Lost Stories,Dashiell Hammett/Vince Emery/Joe Gores,3.98,0972589813,9780972589819,eng,342,201,37,9/1/2005,Vince Emery Productions,lost stories,dashiell hammett vince emery joe gores,vince emery productions,lost stories dashiell hammett vince emery joe gores vince emery productions
30002,The Dain Curse,Dashiell Hammett,3.83,0752851802,9780752851808,eng,256,5558,268,12/5/2002,Orion,the dain curse,dashiell hammett,orion,the dain curse dashiell hammett orion
30003,The Big Knockover: Selected Stories and Short Novels,Dashiell Hammett/Lillian Hellman/Jeff Stone,4.18,0679722599,9780679722595,eng,480,2916,83,7/17/1989,Vintage Crime/Black Lizard,the big knockover selected stories and short novels,dashiell hammett lillian hellman jeff stone,vintage crime black lizard,the big knockover selected stories and short novels dashiell hammett lillian hellman jeff stone vintage crime black lizard
30005,Red Harvest,Dashiell Hammett,3.97,0752852612,9780752852614,eng,224,17966,870,5/1/2003,Orion,red harvest,dashiell hammett,orion,red harvest dashiell hammett orion
30010,The Complete Stories  Vol 1,Isaac Asimov,4.36,038541627X,9780385416276,eng,624,5362,115,10/1/1990,Broadway,the complete stories vol 1,isaac asimov,broadway,the complete stories vol 1 isaac asimov broadway
30026,Xénocide (Ender's Saga  #3),Orson Scott Card,3.79,2290315524,9782290315521,fre,573,73,3,10/18/2001,J'ai lu,xénocide ender s saga 3,orson scott card,j ai lu,xénocide ender s saga 3 orson scott card j ai lu
30028,Edgar A. Poe: Mournful and Never-ending Remembrance,Kenneth Silverman,4.01,0060923318,9780060923310,en-US,592,295,34,12/23/2008,Harper Perennial,edgar a poe mournful and never ending remembrance,kenneth silverman,harper perennial,edgar a poe mournful and never ending remembrance kenneth silverman harper perennial
30029,Tales of Mystery and Madness,Edgar Allan Poe/Gris Grimly,4.34,0689848374,9780689848377,eng,135,2226,139,8/30/2011,Atheneum,tales of mystery and madness,edgar allan poe gris grimly,atheneum,tales of mystery and madness edgar allan poe gris grimly atheneum
30036,Elric of Melniboné (The Elric Saga  #1),Michael Moorcock,3.89,0441203981,9780441203987,eng,181,20559,682,7/15/1987,Ace Books,elric of melniboné the elric saga 1,michael moorcock,ace books,elric of melniboné the elric saga 1 michael moorcock ace books
30039,The Prize (deWarenne Dynasty  #4),Brenda Joyce,3.98,0778320898,9780778320890,eng,575,1604,66,9/24/2004,Mira Books,the prize dewarenne dynasty 4,brenda joyce,mira books,the prize dewarenne dynasty 4 brenda joyce mira books
30041,Elric of Melnibone: Bright Shadows,Charles  Green/Richard Ford/Pascal Quidault,4.0,1905850581,9781905850587,eng,98,8,0,4/1/2008,Mongoose Publishing,elric of melnibone bright shadows,charles green richard ford pascal quidault,mongoose publishing,elric of melnibone bright shadows charles green richard ford pascal quidault mongoose publishing
30043,A River Runs Through it and Other Stories,Norman Maclean/Annie Proulx,4.18,0226500667,9780226500669,eng,217,18634,1147,10/1/2001,University of Chicago Press,a river runs through it and other stories,norman maclean annie proulx,university of chicago press,a river runs through it and other stories norman maclean annie proulx university of chicago press
30044,Young Men and Fire,Norman Maclean,4.08,0226500624,9780226500621,eng,301,4346,386,11/5/1993,University Of Chicago Press,young men and fire,norman maclean,university of chicago press,young men and fire norman maclean university of chicago press
30050,When the Rivers Run Dry: Water - The Defining Crisis of the Twenty-first Century,Fred Pearce,3.94,0807085731,9780807085738,eng,336,672,82,3/15/2007,Beacon Press,when the rivers run dry water the defining crisis of the twenty first century,fred pearce,beacon press,when the rivers run dry water the defining crisis of the twenty first century fred pearce beacon press
30051,The River Runs Black: The Environmental Challenge to China's Future,Elizabeth C. Economy,3.8,0801489784,9780801489785,eng,337,135,15,2/24/2005,Cornell University Press,the river runs black the environmental challenge to china s future,elizabeth c economy,cornell university press,the river runs black the environmental challenge to china s future elizabeth c economy cornell university press
30053,Only the River Runs Free (The Galway Chronicles  #1),Bodie Thoene/Brock Thoene,4.09,0785263780,9780785263784,eng,271,1387,104,1/14/1997,Thomas Nelson,only the river runs free the galway chronicles 1,bodie thoene brock thoene,thomas nelson,only the river runs free the galway chronicles 1 bodie thoene brock thoene thomas nelson
